Study Id,Title,Abstract,Year,Reference Type,Journal,First Author,Author Address,Inclusion Status,ScreeningInfo.Inclusion
04b2a012-59d2-43d4-9791-714bc1dea958,TNF-alpha induces phenotypic modulation in cerebral vascular smooth muscle cells: implications for cerebral aneurysm pathology,"Little is known about vascular smooth muscle cell (SMC) phenotypic modulation in the cerebral circulation or pathogenesis of intracranial aneurysms. Tumor necrosis factor-alpha (TNF-alpha) has been associated with aneurysms, but potential mechanisms are unclear. Cultured rat cerebral SMCs overexpressing myocardin induced expression of key SMC contractile genes (SM-alpha-actin, SM-22alpha, smooth muscle myosin heavy chain), while dominant-negative cells suppressed expression. Tumor necrosis factor-alpha treatment inhibited this contractile phenotype and induced pro-inflammatory/matrix-remodeling genes (monocyte chemoattractant protein-1, matrix metalloproteinase-3, matrix metalloproteinase-9, vascular cell adhesion molecule-1, interleukin-1 beta). Tumor necrosis factor-alpha increased expression of KLF4, a known regulator of SMC differentiation. Kruppel-like transcription factor 4 (KLF4) small interfering RNA abrogated TNF-alpha activation of inflammatory genes and suppression of contractile genes. These mechanisms were confirmed in vivo after exposure of rat carotid arteries to TNF-alpha and early on in a model of cerebral aneurysm formation. Treatment with the synthesized TNF-alpha inhibitor 3,6-dithiothalidomide reversed pathologic vessel wall alterations after induced hypertension and hemodynamic stress. Chromatin immunoprecipitation assays in vivo and in vitro demonstrated that TNF-alpha promotes epigenetic changes through KLF4-dependent alterations in promoter regions of myocardin, SMCs, and inflammatory genes. In conclusion, TNF-alpha induces phenotypic modulation of cerebral SMCs through myocardin and KLF4-regulated pathways. These results demonstrate a novel role for TNF-alpha in promoting a pro-inflammatory/matrix-remodeling phenotype, which has important implications for the mechanisms behind intracranial aneurysm formation.",2013,Journal Article,J Cereb Blood Flow Metab,M. S. Ali,"Joseph and Marie Field Cerebrovascular Research Laboratory, Division of Neurovascular & Endovascular Surgery, Department of Neurological Surgery, Thomas Jefferson University, Philadelphia, Pennsylvania, USA.",Excluded,0
04b80ea3-027f-4180-b92c-0e1eb41212f7,Subcortical ischemic vascular disease: Roles of oligodendrocyte function in experimental models of subcortical white-matter injury,"Oligodendrocytes are one of the major cell types in cerebral white matter. Under normal conditions, they form myelin sheaths that encircle axons to support fast nerve conduction. Under conditions of cerebral ischemia, oligodendrocytes tend to die, resulting in white-matter dysfunction. Repair of white matter involves the ability of oligodendrocyte precursors to proliferate and mature. However, replacement of lost oligodendrocytes may not be the only mechanism for white-matter recovery. Emerging data now suggest that coordinated signaling between neural, glial, and vascular cells in the entire neurovascular unit may be required. In this mini-review, we discuss how oligodendrocyte lineage cells participate in signaling and crosstalk with other cell types to underlie function and recovery in various experimental models of subcortical white-matter injury.",2016,Journal Article,J Cereb Blood Flow Metab,A. Shindo,,Excluded,0
053a0698-e5cb-4209-a129-3dd412c2b8a5,Expression patterns of histone deacetylases in experimental stroke and potential targets for neuroprotection,"1. Histone deacetylase (HDAC) inhibitors exert neuroprotection in both cellular and animal models of ischaemic stroke. However, which HDAC isoform (or isoforms) mediates this beneficial effect has not yet been determined. 2. In the present study, gene levels of the HDAC isoforms were determined in the mouse cortex using reverse transcription-polymerase chain reaction (RT-PCR), whereas changes in the expression of individual zinc-dependent HDAC family members were evaluated by western blotting, 3, 12, 24 and 48 h after cerebral ischaemia induced by transient middle cerebral artery occlusion in male Kunming mice. 3. The HDAC isoforms HDAC1-11 were all expressed in the mouse cortex and differentially affected by cerebral ischaemia. Notably, there was a substantial increase in HDAC3, HDAC6 and HDAC11 expression during the early phases of experimental stroke, indicating their contribution to stroke pathogenesis. Furthermore, induction of HDAC3 and HDAC6 in cortical neurons by ischaemic stroke was confirmed in vivo and in vitro using double-labelled immunostaining and RT-PCR, respectively. Therefore, small hairpin (sh) RNAs were used to selectively knock down HDAC3 or HDAC6. This knockdown appreciably promoted the survival of cortical neurons subjected to oxygen and glucose deprivation. 4. The findings of the present study demonstrate the expression patterns of HDAC isoforms during experimental ischaemic stroke. Furthermore, HDAC3 and HDAC6 were identified as potential mediators in the neurotoxicity of ischaemic stroke, suggesting that specific therapeutic approaches may be considered according to HDAC subtype.",2012,Journal Article,Clin Exp Pharmacol Physiol,Y. T. Chen,"Department of Neurology, Affiliated Drum Tower Hospital of Nanjing University Medical School, Nanjing, China.",Excluded,0
05407c2c-068a-4b86-b98b-8e2deae12313,Mir-592 regulates the induction and cell death-promoting activity of p75NTR in neuronal ischemic injury,"The neurotrophin receptor p75(NTR) has been implicated in mediating neuronal apoptosis after injury to the CNS. Despite its frequent induction in pathologic states, there is limited understanding of the mechanisms that regulate p75(NTR) expression after injury. Here, we show that after focal cerebral ischemia in vivo or oxygen-glucose deprivation in organotypic hippocampal slices or neurons, p75(NTR) is rapidly induced. A concomitant induction of proNGF, a ligand for p75(NTR), is also observed. Induction of this ligand/receptor system is pathologically relevant, as a decrease in apoptosis, after oxygen-glucose deprivation, is observed in hippocampal neurons or slices after delivery of function-blocking antibodies to p75(NTR) or proNGF and in p75(NTR) and ngf haploinsufficient slices. Furthermore, a significant decrease in infarct volume was noted in p75(NTR)-/- mice compared with the wild type. We also investigated the regulatory mechanisms that lead to post-ischemic induction of p75(NTR). We demonstrate that induction of p75(NTR) after ischemic injury is independent of transcription but requires active translation. Basal levels of p75(NTR) in neurons are maintained in part by the expression of microRNA miR-592, and an inverse correlation is seen between miR-592 and p75(NTR) levels in the adult brain. After cerebral ischemia, miR-592 levels fall, with a corresponding increase in p75(NTR) levels. Importantly, overexpression of miR-592 in neurons decreases the level of ischemic injury-induced p75(NTR) and attenuates activation of pro-apoptotic signaling and cell death. These results identify miR-592 as a key regulator of p75(NTR) expression and point to a potential therapeutic candidate to limit neuronal apoptosis after ischemic injury.",2014,Journal Article,J Neurosci,K. Irmady,"Department of Medicine and Brain and Mind Research Institute, Weill Cornell Medical College, New York, New York 10065, and Interdisciplinary Center for Neurosciences, Department of Neuroanatomy, University of Heidelberg, INF 307, D69120 Heidelberg, Germany.",Excluded,0
05a593f3-ff00-4d93-9e66-7dceab261c62,Genetic inhibition of caspase-2 reduces hypoxic-ischemic and excitotoxic neonatal brain injury,"OBJECTIVE: Perinatal brain injury is a major cause of neurodevelopmental handicaps. Multiple pathways of oxidant stress, inflammation, and excitotoxicity lead to cell damage and death, including caspase-dependent apoptosis. Caspase-2 (Casp2; Nedd-2, Ich-1) is a developmentally regulated initiator caspase, which poorly cleaves other caspases but can initiate mitochondrial outer membrane permeabilization. We have investigated if Casp2 could mediate perinatal ischemic brain damage. METHODS: Casp2 expression in human neonatal brains and developmental patterns in rats and mice were evaluated. Casp2-deficient (Casp2(-/-)), wild-type (WT), and heterozygous (Casp2(+/-)) newborn C57BL/6 mice were subjected to hypoxia-ischemia (unilateral carotid occlusion + exposure to 10% oxygen for 50 minutes) or intracerebral injection of the excitotoxic N-methyl-D-aspartate-receptor agonist ibotenate. In addition, Casp2 specific siRNAs were preinjected into the brain of WT newborn mice 24 hours before ibotenate treatment. Brain tissues were examined by immunohistochemical staining (cresyl violet, MAP2, NF68, Casp2, Casp3) and Western blotting. Lesion volumes and injury in the cortical plates and white matter were quantified together with activated Casp3. RESULTS: Casp2 is highly expressed in the neonatal brain. Casp2-deficient mice subjected to hypoxia-ischemia at postnatal day 9 present significantly lower cerebral infarction, reduced white matter injury, and reduced Casp3 activation in the thalamus and hippocampus. Both Casp2(-/-) mice and siRNA-administered WT mice conferred reduction of gray and white matter injury after excitotoxic insult at postnatal day 5. Casp3 activation was also found reduced in Casp2-deficient mice subjected to excitotoxicity. INTERPRETATION: These data suggest for the first time a role of Casp2 in neonatal brain damage.",2011,Journal Article,Ann Neurol,Y. Carlsson,"Perinatal Center, Department of Neuroscience and Physiology, Sahlgrenska Academy at University of Gothenburg, Gothenburg, Sweden.",Excluded,0
07551c2f-e2ce-473f-82a1-9930366fb09d,Lymphocyte cell kinase activation mediates neuroprotection during ischemic preconditioning,"The molecular mechanisms underlying preconditioning (PC), a powerful endogenous neuroprotective phenomenon, remain to be fully elucidated. Once identified, these endogenous mechanisms could be manipulated for therapeutic gain. We investigated whether lymphocyte cell kinase (Lck), a member of the Src kinases family, mediates PC. We used both in vitro primary cortical neurons and in vivo mouse cerebral focal ischemia models of preconditioning, cellular injury, and neuroprotection. Genetically engineered mice deficient in Lck, gene silencing using siRNA, and pharmacological approaches were used. Cortical neurons preconditioned with sublethal exposure to NMDA or oxygen glucose deprivation (OGD) exhibited enhanced Lck kinase activity, and were resistant to injury on subsequent exposure to lethal levels of NMDA or OGD. Lck gene silencing using siRNA abolished tolerance against both stimuli. Lck-/- mice or neurons isolated from Lck-/- mice did not exhibit PC-induced tolerance. An Lck antagonist administered to wild-type mice significantly attenuated the neuroprotective effect of PC in the mouse focal ischemia model. Using pharmacological and gene silencing strategies, we also showed that PKCepsilon is an upstream regulator of Lck, and Fyn is a downstream target of Lck. We have discovered that Lck plays an essential role in PC in both cellular and animal models of stroke. Our data also show that the PKCepsilon-Lck-Fyn axis is a key mediator of PC. These findings provide new opportunities for stroke therapy development.",2012,Journal Article,J Neurosci,O. N. Bae,"Division of Cerebrovascular Diseases and Department of Neurology and Ophthalmology, Michigan State University, East Lansing, Michigan 48824, USA.",Excluded,0
0771e796-7d5e-4066-b60e-30b0085ca4b1,"A new generation of radiofluorinated pyrimidine-2,4,6-triones as MMP-targeted radiotracers for positron emission tomography","Radiolabeled C-5-disubstituted pyrimidine-2,4,6-triones have recently been suggested by our group as a class of potent matrix metalloproteinase (MMP) targeted radiotracers that can noninvasively visualize activated MMPs by means of positron emission tomography (PET). MMPs belong to the zinc- and calcium-dependent endopeptidases which are involved in the proteolytic degradation of components of the extracellular matrix (ECM) but also are capable of processing and releasing bioactive molecules such as growth factors, proteinase inhibitors, and cytokines. Locally increased levels of activated MMPs modulate and contribute to the progression of various diseases, such as cancer, atherosclerosis, stroke, arthritis, and others. Therefore, activated MMPs are suitable biological targets for the specific and noninvasive visualization of aforementioned pathologies in vivo. On the basis of our recent results, we here describe a series of new fluorinated pyrimidine-2,4,6-triones of the second generation with maintained MMP inhibition potencies (IC(50) = 4-605 nM), which are fine-tuned toward more hydrophilic versions, and show the improved biodistribution behavior of one selected radiofluorinated pyrimidine-2,4,6-trione by means of small-animal PET.",2012,Journal Article,J Med Chem,D. Schrigten,"Department of Nuclear Medicine, University Hospital Munster, Albert-Schweitzer-Campus 1, Building A1, D-48149 Munster, Germany.",Excluded,0
07d34892-6457-48f0-8ea9-1f6668d67dd0,Neuroprotection by interleukin-6 is mediated by signal transducer and activator of transcription 3 and antioxidative signaling in ischemic stroke,"BACKGROUND AND PURPOSE: Interleukin-6 (IL-6) has been shown to have a neuroprotective effect in brain ischemic injury. However, its molecular mechanisms are still poorly understood. In this study, we investigated the neuroprotective role of the IL-6 receptor (IL-6R) by IL-6 in the reactive oxygen species defense system after transient focal cerebral ischemia (tFCI). METHODS: IL-6 was injected in mice before and after middle cerebral artery occlusion. Coimmunoprecipitation assays were performed for analysis of an IL-6R association after tFCI. Primary mouse cerebral cortical neurons were transfected with small interfering RNA probes targeted to IL-6Ralpha or gp130 and were used for chromatin-immunoprecipitation assay, luciferase promoter assay, and cell viability assay. Reduction in infarct volumes by IL-6 was measured after tFCI. RESULTS: IL-6R was disrupted through a disassembly between IL-6Ralpha and gp130 associated by protein oxidation after reperfusion after tFCI. This suppressed phosphorylation of signal transducer and activator of transcription 3 (STAT3) and finally induced neuronal cell death through a decrease in manganese-superoxide dismutase. However, IL-6 injections prevented disruption of IL-6R against reperfusion after tFCI, consequently restoring activity of STAT3 through recovery of the binding of STAT3 to gp130. Moreover, IL-6 injections restored the transcriptional activity of the manganese-superoxide dismutase promoter through recovery of the recruitment of STAT3 to the manganese-superoxide dismutase promoter and reduced infarct volume after tFCI. CONCLUSIONS: This study demonstrates that IL-6 has a neuroprotective effect against cerebral ischemic injury through IL-6R-mediated STAT3 activation and manganese-superoxide dismutase expression.",2011,Journal Article,Stroke,J. E. Jung,"Department of Neurosurgery, Stanford University School of Medicine, 1201 Welch Road, MSLS #P314, Stanford, CA 94305-5487, USA.",Excluded,0
07e72fa1-a757-4890-a02a-753c6fd1ffe2,Ischemic stroke in Greyhounds: 21 cases (2007-2013),"OBJECTIVE: To determine the prevalence of ischemic stroke in Greyhounds and determine whether affected dogs had coagulation abnormalities and hypertension. DESIGN: Multi-institutional, retrospective study. ANIMALS: 21 dogs. PROCEDURES: Medical records (including diagnostic testing results) and MRI images of the brain were reviewed for Greyhounds with ischemic stroke that had been evaluated at 4 institutions. The proportion of Greyhounds with ischemic stroke was compared with the proportion of non-Greyhound dogs with ischemic stroke. Demographic information for dogs evaluated at each institution was obtained to determine the proportion of Greyhounds in the hospital populations. RESULTS: 21 Greyhounds with ischemic stroke were identified. Abnormalities in coagulation were not identified in the 14 Greyhounds that underwent such testing. Systemic hypertension was identified in 6 of 14 Greyhounds that underwent such testing. No other abnormalities were identified by means of other routine diagnostic tests for Greyhounds. For all institutions combined, the prevalence of ischemic stroke in Greyhounds was 0.66% (21/3,161 Greyhounds). Greyhounds were significantly more likely to be evaluated because of ischemic stroke, compared with all other dog breeds combined (OR, 6.6; 95% confidence interval, 4.2 to 10.2). CONCLUSIONS AND CLINICAL RELEVANCE: Results of this study suggested that Greyhounds were predisposed to ischemic stroke, compared with all other breeds combined. Coagulation abnormalities did not seem to contribute to ischemic stroke. Hypertension may have contributed to the development of ischemic stroke. Greyhounds with ischemic stroke should undergo measurement of systolic arterial blood pressure. Antihypertensive treatments may be warranted for such dogs.",2014,Journal Article,J Am Vet Med Assoc,M. Kent,"Department of Small Animal Medicine and Surgery, College of Veterinary Medicine, University of Georgia, Athens, GA 30602.",Excluded,0
083c6d06-41e1-4e50-ad6a-2137cc1f6817,"[Diagnosis, pathomechanism and treatment of CADASIL]","During the past 10 years, our understanding of the pathomechanism and pathophysiology of cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy (CADASIL) has improved through clinical examination, imaging studies, pathological studies, cell experiments and the development of transgenic mice. Although epidemiological studies of CADASIL in Japan have been limited, more than 100 cases of this condition have been diagnosed in Japan. In our laboratory, we diagnosed 37 CADASIL cases genetically and identified three features common to Japanese cases. One is the wide distribution of onset age for clinical symptoms other than migraine, with the onset of symptoms being later than age 60 in 22% of cases. Second, the majority (65%) of Japanese CADASIL cases have stroke risk factors, such as hypertension, hyperlipidemia, or smoking. Third, in 22% cases there was no definite family history of stroke. However, the previous diagnostic criteria proposed by Dabous excluded several definite cases in our cohort. Therefore, to avoid missing undiagnosed cases of CADASIL, we have generated new diagnostic criteria for Japanese CADASIL based on the knowledge accumulated during the past 10 years, and compared sensitivity of two criteria. In our diagnosed Japanese CADASIL cases, the sensitivity of the new criteria was 19% and 78% for probable and possible cases, respectively, and only one case was (Fig. 3) missed when using the new criteria. In comparison, the sensitivity of Dabous's was 11% and 51% for probable and possible cases, respectively, and 24% cases were excluded due to hypertension, elderly onset or no family history, although these cases showed recurrent strokes, white matter lesions and NOTCH3 mutations. Using our new criteria, diagnosis of CADASIL can be made even in cases with elderly onset, stroke risk factors, and obscure family history.",2012,Journal Article,Rinsho Shinkeigaku,T. Mizuno,"Department of Neurology, Kyoto Prefectural University of Medicine.",Excluded,0
092c1399-b25d-4d42-b7a5-aa32b34fd46f,Matrix metalloproteinases in human spontaneous intracerebral hemorrhage: an update,"BACKGROUND: In default of a plausible and satisfactory causal treatment for hemorrhagic stroke, a role of matrix metalloproteinases (MMPs) in the pathogenesis of cerebrovascular diseases has recently been widely discussed. The well-known impact of MMPs on extracellular matrix destruction triggered by inflammation as a foundation for several diseases, including stroke, is very much in evidence. Newly, some additional aspects of MMP function considering their intracellular activity crucial for neuronal death following ischemic brain damage have emerged. The effect of blood-brain barrier disruption caused by MMPs on the prognosis in patients suffering from spontaneous intracerebral hemorrhage (ICH) has been of interest since it throws a new light upon the pathogenesis, course and possible therapeutic approaches for this least treatable and at the same time most life-threatening form of stroke. Hence, we primarily aimed to review the current clinical knowledge on the significance of metalloproteinase activation in the course of spontaneous intracranial hemorrhage in humans. We also provide a brief characterization of the MMP enzyme family and report on the latest findings on issues arising from experimental studies. METHODS: A Medline search using the following key words was performed: matrix metalloproteinases + spontaneous intracerebral hemorrhage/intracranial hemorrhage/bleeding/hemorrhagic stroke. We accepted studies reporting on MMP expression in adult patients with spontaneous ICH, as well as its relation to radiological and clinical features and patients' outcome. For the final review, 18 clinical studies were considered. MMP inhibition was reviewed on the basis of 11 relevant experimental studies. Also, some relevant reports on the biology of MMPs and their pathophysiology in ICH were reviewed. RESULTS AND CONCLUSIONS: Many studies provide convincing evidence of a detrimental role of MMPs in ICH, stressing their association with neuroinflammation. The role of MMPs in hemorrhagic stroke appears critical for hematoma and brain edema growth as well as for neuronal death, which are understood as secondary brain injury and may have a considerable clinical impact. Although data on human spontaneous ICH are scarce and mostly based on small populations, they reveal the apparent correlation between MMPs and clinical and radiological ICH features as well as the functional outcome, which might rationalize future therapeutic strategies. However, attempts at MMP inhibition in spontaneous ICH have solely been made under experimental conditions and were associated with a wide range of possible side effects. Therefore, further comprehensive, elucidating investigations in this field are vital before any conclusions could be translated to humans.",2012,Journal Article,Cerebrovasc Dis,M. Florczak-Rzepka,"Department of Neurology, Medical University of Warsaw, PL-02-097Warsaw, Poland. malgorzata.florczak @ gmail.com",Excluded,0
